id,matchId,matchPeriod,minute,second,matchTimestamp,videoTimestamp,location_x,location_y,team_id,team_name,opponentTeam_id,opponentTeam_name,player_id,player_name,shot_isGoal,shot_xg,shot_xg2,possession_id,possession_duration,possession_eventsNumber,possession_eventIndex,possession_startLocation_x,possession_startLocation_y,assist_info_id,assist_info_matchId,assist_info_matchPeriod,assist_info_minute,assist_info_second,assist_info_matchTimestamp,assist_info_videoTimestamp,assist_info_relatedEventId,assist_info_type_primary,assist_info_type_secondary,assist_info_location_x,assist_info_location_y,assist_info_team_id,assist_info_team_name,assist_info_team_formation,assist_info_opponentTeam_id,assist_info_opponentTeam_name,assist_info_opponentTeam_formation,assist_info_player_id,assist_info_player_name,assist_info_player_position,assist_info_pass_accurate,assist_info_pass_angle,assist_info_pass_height,assist_info_pass_length,assist_info_pass_recipient_id,assist_info_pass_recipient_name,assist_info_pass_recipient_position,assist_info_pass_endLocation_x,assist_info_pass_endLocation_y,assist_info_shot,assist_info_groundDuel,assist_info_aerialDuel,assist_info_infraction,assist_info_carry,assist_info_possession_id,assist_info_possession_duration,assist_info_possession_types,assist_info_possession_eventsNumber,assist_info_possession_eventIndex,assist_info_possession_startLocation_x,assist_info_possession_startLocation_y,assist_info_possession_endLocation_x,assist_info_possession_endLocation_y,assist_info_possession_team_id,assist_info_possession_team_name,assist_info_possession_team_formation,assist_info_possession_attack_withShot,assist_info_possession_attack_withShotOnGoal,assist_info_possession_attack_withGoal,assist_info_possession_attack_flank,assist_info_possession_attack_xg,shot_goalkeeper_id,shot_goalkeeper_name,assist_info,assist_info_possession_attack,assist_info_carry_progression,assist_info_carry_endLocation_x,assist_info_carry_endLocation_y,flank_center,flank_left,flank_right,shot_bodyPart_head_or_other,shot_bodyPart_left_foot,shot_bodyPart_right_foot,player_position_attacker,player_position_defender,player_position_midfielder,corner,counterattack,direct_free_kick,free_kick,free_kick_cross,set_piece_attack,throw_in,formation_back_3_or_5,formation_back_4,formation_narrow,formation_other,opponent_formation_back_3_or_5,opponent_formation_back_4,opponent_formation_narrow,opponent_formation_other,shot_distance,shot_angle,minute_exact,minute_int
2525775904,5590087,1H,14,5,00:14:05.838,846.838703,74,56,6713,Djurgården,8738,Rapid Wien,472359,H. Finndell,0,0.001169,0.034,2525775894,8.0570765,6,5,87,100,2525775900.0,5590087.0,1H,14.0,4.0,00:14:04.991,845.991078,2525775904.0,pass,"['back_pass', 'short_or_medium_pass', 'shot_assist']",81.0,63.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,4-4-1,546236.0,S. Haarala,RAMF,True,-144.0,,9.0,472359.0,H. Finndell,LDMF,74.0,56.0,,,,,,2525775894.0,8.0570765,"['attack', 'throw_in']",6.0,4.0,87.0,100.0,74.0,56.0,6713.0,Djurgården,4-2-3-1,True,False,False,right,0.0012,,,,,,,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38.01315561749642,22.249023657212366,14.083333333333334,14
2525775981,5590087,1H,16,20,00:16:20.042,981.042219,90,53,6713,Djurgården,8738,Rapid Wien,546236,S. Haarala,0,0.3696,0.304,2525775957,31.2595715,19,18,20,25,2525775980.0,5590087.0,1H,16.0,18.0,00:16:18.835,979.835282,2525775981.0,pass,"['deep_completion', 'forward_pass', 'key_pass', 'pass_to_penalty_area', 'short_or_medium_pass', 'shot_assist', 'smart_pass', 'through_pass']",82.0,53.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,4-4-1,472359.0,H. Finndell,LDMF,True,0.0,,8.0,546236.0,S. Haarala,RAMF,90.0,53.0,,,,,,2525775957.0,31.2595715,['attack'],19.0,17.0,20.0,25.0,90.0,53.0,6713.0,Djurgården,4-2-3-1,True,True,False,center,0.3696,545637.0,N. Hedl,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,24.20743687382041,28.131342364061048,16.333333333333332,16
2525775934,5590087,1H,17,22,00:17:22.682,1043.682911,88,50,8738,Rapid Wien,6713,Djurgården,66175,L. Schaub,0,0.01925,0.166,2525775914,41.1411535,12,11,3,67,2525775926.0,5590087.0,1H,17.0,20.0,00:17:20.101,1041.101828,2525775931.0,pass,"['deep_completion', 'lateral_pass', 'short_or_medium_pass', 'shot_assist', 'touch_in_box']",96.0,35.0,8738.0,Rapid Wien,4-4-1,6713.0,Djurgården,4-2-3-1,629543.0,M. Seidl,LW,True,115.0,,14.0,66175.0,L. Schaub,RW,90.0,54.0,,,,,,2525775914.0,41.1411535,['attack'],12.0,8.0,3.0,67.0,88.0,50.0,8738.0,Rapid Wien,4-4-1,True,False,False,center,0.0193,,,,,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23.345235059857504,33.40416281560302,17.366666666666667,17
2525776003,5590087,1H,23,31,00:23:31.670,1412.670761,89,50,8738,Rapid Wien,6713,Djurgården,526355,S. Raux-Yao,0,0.152,0.193,2525775990,12.807294,11,10,67,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53031.0,J. Rinne,,,,,,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,22.627416997969522,33.75137919815036,23.516666666666666,24
2525776121,5590087,1H,25,25,00:25:25.953,1526.953456,87,50,6713,Djurgården,8738,Rapid Wien,54783,T. Nguen,0,0.03102,0.033,2525776110,18.730537,11,10,85,0,2525776118.0,5590087.0,1H,25.0,24.0,00:25:24.323,1525.323022,2525776120.0,pass,"['cross', 'deep_completed_cross', 'key_pass', 'lateral_pass', 'pass_to_penalty_area', 'progressive_pass', 'shot_assist']",71.0,74.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,4-4-1,329527.0,A. Ståhl,RB,True,-47.0,high,24.0,54783.0,T. Nguen,CF,87.0,49.0,,,,,,2525776110.0,18.730537,"['attack', 'throw_in']",11.0,7.0,85.0,0.0,87.0,50.0,6713.0,Djurgården,4-2-3-1,True,False,False,right,0.031,,,,,,,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,24.08318915758459,32.99560723843002,25.416666666666668,25
2525776141,5590087,1H,34,14,00:34:14.914,2055.914651,74,71,8738,Rapid Wien,6713,Djurgården,66175,L. Schaub,0,0.002932,0.022,2525776119,3.8564515,5,4,71,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,48.27007354458868,13.934293789910896,34.233333333333334,34
2525776409,5590087,1H,48,20,00:48:20.668,2901.668593,89,56,6713,Djurgården,8738,Rapid Wien,627932,T. Gulliksen,0,0.2926,0.19,2525776396,31.407737,21,20,19,71,2525776408.0,5590087.0,1H,48.0,19.0,00:48:19.903,2900.903183,2525776409.0,pass,"['deep_completion', 'key_pass', 'lateral_pass', 'short_or_medium_pass', 'shot_assist', 'touch_in_box']",96.0,37.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,4-4-1,941777.0,K. Kosugi,LB,True,122.0,,15.0,627932.0,T. Gulliksen,AMF,89.0,56.0,,,,,,2525776396.0,31.407737,['attack'],21.0,19.0,19.0,71.0,89.0,56.0,6713.0,Djurgården,4-2-3-1,True,True,False,left,0.2926,545637.0,N. Hedl,,,,,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27.202941017470888,23.606568902437697,48.333333333333336,48
2525776343,5590087,1H,50,59,00:50:59.666,3060.666626,87,58,8738,Rapid Wien,6713,Djurgården,66175,L. Schaub,0,0.01576,0.063,2525776332,18.82799,10,9,50,100,2525776341.0,5590087.0,1H,50.0,57.0,00:50:57.785,3058.785137,2525776342.0,pass,"['deep_completion', 'lateral_pass', 'pass_to_penalty_area', 'progressive_pass', 'short_or_medium_pass', 'shot_assist']",80.0,12.0,8738.0,Rapid Wien,4-4-1,6713.0,Djurgården,4-2-3-1,629543.0,M. Seidl,LW,True,73.0,,24.0,172254.0,L. Grgić,LCMF,87.0,46.0,,,,,,2525776332.0,18.82799,"['attack', 'throw_in']",10.0,7.0,50.0,100.0,87.0,58.0,8738.0,Rapid Wien,4-4-1,True,False,False,left,0.0158,,,,,,,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,30.0,21.583969241769598,50.983333333333334,51
2525776442,5590087,1H,51,56,00:51:56.433,3117.433292,73,29,6713,Djurgården,8738,Rapid Wien,627932,T. Gulliksen,0,0.004444,0.008,2525776440,2.303624,3,2,71,7,2525776441.0,5590087.0,1H,51.0,55.0,00:51:55.331,3116.331104,2525776442.0,pass,"['short_or_medium_pass', 'shot_assist']",73.0,17.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,4-4-1,54783.0,T. Nguen,CF,True,90.0,,8.0,627932.0,T. Gulliksen,AMF,73.0,29.0,,,,,,2525776440.0,2.303624,['attack'],3.0,1.0,71.0,7.0,73.0,29.0,6713.0,Djurgården,4-2-3-1,True,False,False,left,0.0044,,,,,,,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,32.38826948140329,30.754394079558615,51.93333333333333,52
2525776489,5590087,2H,46,54,00:46:54.095,3315.095036,94,28,6713,Djurgården,8738,Rapid Wien,54783,T. Nguen,0,0.02652,0.055,2525776484,13.6644285,7,6,68,100,2525776488.0,5590087.0,2H,46.0,52.0,00:46:52.924,3313.924195,2525779803.0,pass,"['deep_completion', 'key_pass', 'lateral_pass', 'pass_to_penalty_area', 'short_or_medium_pass', 'shot_assist']",92.0,12.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,4-4-1,941777.0,K. Kosugi,LB,True,111.0,,14.0,0.0,,,88.0,31.0,,,,,,2525776484.0,13.6644285,"['attack', 'throw_in']",7.0,3.0,68.0,100.0,94.0,28.0,6713.0,Djurgården,4-2-3-1,True,False,False,center,0.0265,,,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,12.529964086141668,69.00128096561299,46.9,47
2525776494,5590087,2H,47,35,00:47:35.795,3356.795471,94,47,6713,Djurgården,8738,Rapid Wien,472359,H. Finndell,0,0.4288,0.22,2525776491,2.3033865,4,3,100,0,2525776491.0,5590087.0,2H,47.0,33.0,00:47:33.022,3354.022978,2525776493.0,corner,['shot_assist'],100.0,0.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,4-4-1,627932.0,T. Gulliksen,RAMF,True,100.0,high,39.0,51116.0,M. Danielson,LCB,93.0,57.0,,,,,,2525776491.0,2.3033865,"['corner', 'set_piece_attack', 'attack']",4.0,0.0,100.0,0.0,94.0,47.0,6713.0,Djurgården,4-2-3-1,True,False,False,left,0.4288,,,,,,,,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,17.029386365926403,43.451842301022026,47.583333333333336,48
2525776495,5590087,2H,47,37,00:47:37.375,3358.375492,91,51,6713,Djurgården,8738,Rapid Wien,51116,M. Danielson,0,0.4646,0.13,2525776495,0.0,1,0,91,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22.02271554554524,31.954362937051407,47.61666666666667,48
2525776517,5590087,2H,49,30,00:49:30.017,3471.017331,89,67,6713,Djurgården,8738,Rapid Wien,627932,T. Gulliksen,0,0.1503,0.116,2525776514,0.543269,3,2,82,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,36.6742416417845,12.835609486401438,49.5,50
2525776526,5590087,2H,49,37,00:49:37.255,3478.255073,88,62,6713,Djurgården,8738,Rapid Wien,546236,S. Haarala,0,0.05703,0.058,2525776521,3.406558,5,4,98,86,2525776523.0,5590087.0,2H,49.0,35.0,00:49:35.477,3476.477102,2525776524.0,pass,"['deep_completion', 'lateral_pass', 'pass_to_penalty_area', 'short_or_medium_pass', 'shot_assist']",92.0,81.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,4-4-1,627932.0,T. Gulliksen,RAMF,True,-114.0,,12.0,546236.0,S. Haarala,AMF,88.0,64.0,,,,,,2525776521.0,3.406558,['attack'],5.0,1.0,98.0,86.0,88.0,62.0,6713.0,Djurgården,4-2-3-1,True,False,False,right,0.057,,,,,,,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,32.7566787083184,17.14330670979871,49.61666666666667,50
2525776527,5590087,2H,49,41,00:49:41.958,3482.958937,77,39,6713,Djurgården,8738,Rapid Wien,941777,K. Kosugi,0,0.04665,0.026,2525776527,0.0,1,0,77,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28.442925306655784,34.69515353123397,49.68333333333333,50
2525777866,5590087,2H,52,3,00:52:03.353,3624.353544,86,30,8738,Rapid Wien,6713,Djurgården,590583,D. Beljo,0,0.0694,0.075,2525776566,17.45574,9,8,21,60,2525776575.0,5590087.0,2H,52.0,1.0,00:52:01.282,3622.282707,2525776576.0,pass,['short_or_medium_pass'],79.0,39.0,8738.0,Rapid Wien,4-4-1,6713.0,Djurgården,4-2-3-1,629543.0,M. Seidl,LW,True,-90.0,,10.0,590583.0,D. Beljo,CF,79.0,25.0,,,,,,2525776566.0,17.45574,['attack'],9.0,6.0,21.0,60.0,86.0,30.0,8738.0,Rapid Wien,4-4-1,True,True,False,center,0.0694,53031.0,J. Rinne,,,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.4164878389476,49.1239075603156,52.05,52
2525776584,5590087,2H,53,6,00:53:06.004,3687.004628,86,40,8738,Rapid Wien,6713,Djurgården,66175,L. Schaub,0,0.01574,0.062,2525776583,1.758239,5,4,100,0,2525776583.0,5590087.0,2H,53.0,3.0,00:53:03.660,3684.660584,2525779809.0,corner,[],100.0,0.0,8738.0,Rapid Wien,4-4-1,6713.0,Djurgården,4-2-3-1,629543.0,M. Seidl,LW,True,99.0,high,26.0,0.0,,,96.0,37.0,,,,,,2525776583.0,1.758239,"['corner', 'set_piece_attack', 'attack']",5.0,0.0,100.0,0.0,86.0,40.0,8738.0,Rapid Wien,4-4-1,True,False,False,left,0.0157,,,,,,,,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,19.924858845171276,47.26278980713946,53.1,53
2525776686,5590087,2H,57,47,00:57:47.485,3968.485037,89,39,6713,Djurgården,8738,Rapid Wien,621862,A. Priske,0,0.1705,0.15,2525776680,7.986354,7,6,28,45,2525776685.0,5590087.0,2H,57.0,46.0,00:57:46.187,3967.187095,2525776686.0,pass,"['deep_completion', 'forward_pass', 'key_pass', 'pass_to_penalty_area', 'progressive_pass', 'short_or_medium_pass', 'shot_assist']",75.0,36.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,4-4-1,546236.0,S. Haarala,AMF,True,12.0,,15.0,621862.0,A. Priske,CF,89.0,39.0,,,,,,2525776680.0,7.986354,"['set_piece_attack', 'attack', 'free_kick']",7.0,5.0,28.0,45.0,89.0,39.0,6713.0,Djurgården,4-2-3-1,True,False,False,left,0.1705,,,,,,,,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,16.76305461424021,55.22216863363612,57.78333333333333,58
2525777865,5590087,2H,66,38,01:06:38.347,4499.347526,89,31,8738,Rapid Wien,6713,Djurgården,629543,M. Seidl,0,0.06464,0.058,2525776770,14.5665635,17,16,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53031.0,J. Rinne,,,,,,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,16.278820596099706,57.425942865427494,66.63333333333334,67
2525776897,5590087,2H,75,56,01:15:56.036,5057.036646,87,33,6713,Djurgården,8738,Rapid Wien,54783,T. Nguen,0,0.0808,0.071,2525776877,37.273603,20,19,28,57,2525776893.0,5590087.0,2H,75.0,54.0,01:15:54.311,5055.311811,2525776896.0,pass,"['back_pass', 'key_pass', 'short_or_medium_pass', 'touch_in_box']",88.0,26.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,5-3-1,546236.0,S. Haarala,AMF,True,172.0,,7.0,54783.0,T. Nguen,LAMF,81.0,28.0,,,,,,2525776877.0,37.273603,['attack'],20.0,17.0,28.0,57.0,87.0,33.0,6713.0,Djurgården,4-2-3-1,True,True,False,left,0.0808,545637.0,N. Hedl,,,,,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18.027756377319946,53.017093073655325,75.93333333333334,76
2525776903,5590087,2H,76,36,01:16:36.348,5097.348846,81,50,6713,Djurgården,8738,Rapid Wien,941777,K. Kosugi,1,0.07603,0.052,2525776899,4.3397685,6,5,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545637.0,N. Hedl,,,,,,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28.844410203711913,29.908934619595467,76.6,77
2525777017,5590087,2H,84,49,01:24:49.591,5590.591374,93,54,6713,Djurgården,8738,Rapid Wien,621862,A. Priske,0,0.2263,0.15,2525777007,29.012502,9,8,24,68,2525777014.0,5590087.0,2H,84.0,47.0,01:24:47.757,5588.757198,2525777017.0,pass,"['cross', 'deep_completed_cross', 'key_pass', 'lateral_pass', 'pass_to_penalty_area', 'progressive_pass', 'shot_assist']",79.0,24.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,5-3-1,627932.0,T. Gulliksen,RAMF,True,54.0,high,25.0,621862.0,A. Priske,CF,93.0,54.0,,,,,,2525777007.0,29.012502,"['set_piece_attack', 'attack', 'free_kick']",9.0,7.0,24.0,68.0,93.0,54.0,6713.0,Djurgården,4-2-3-1,True,True,False,left,0.2263,545637.0,N. Hedl,,,,,,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,23.323807579381203,25.010118524896047,84.81666666666666,85
2525777040,5590087,2H,86,41,01:26:41.556,5702.556907,87,45,6713,Djurgården,8738,Rapid Wien,461805,V. Bergh,0,0.1808,0.143,2525777018,50.323433,23,22,35,46,2525777038.0,5590087.0,2H,86.0,38.0,01:26:38.958,5699.958182,2525777039.0,pass,"['deep_completion', 'short_or_medium_pass', 'touch_in_box']",89.0,44.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,5-3-1,461805.0,V. Bergh,LAMF,True,-96.0,,10.0,54783.0,T. Nguen,AMF,88.0,30.0,,,,,,2525777018.0,50.323433,['attack'],23.0,19.0,35.0,46.0,87.0,45.0,6713.0,Djurgården,4-2-3-1,True,True,False,center,0.1808,545637.0,N. Hedl,,,,,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21.095023109728988,41.67259575827343,86.68333333333334,87
2525777279,5590087,2H,88,17,01:28:17.248,5798.248067,83,38,8738,Rapid Wien,6713,Djurgården,578856,I. Jansson,0,0.03881,0.06,2525777273,13.3328205,12,11,100,0,2525777277.0,5590087.0,2H,88.0,15.0,01:28:15.193,5796.19333,2525777278.0,pass,"['deep_completion', 'forward_pass', 'pass_to_penalty_area', 'progressive_pass', 'recovery', 'counterpressing_recovery', 'short_or_medium_pass', 'shot_assist']",76.0,29.0,8738.0,Rapid Wien,5-3-1,6713.0,Djurgården,4-2-3-1,629543.0,M. Seidl,LCMF3,True,32.0,,14.0,578856.0,I. Jansson,CF,87.0,40.0,,,,,,2525777273.0,13.3328205,"['corner', 'set_piece_attack', 'attack']",12.0,8.0,100.0,0.0,83.0,38.0,8738.0,Rapid Wien,5-3-1,True,True,False,center,0.0388,53031.0,J. Rinne,,,,,,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,22.360679774997898,43.38349293777577,88.28333333333333,88
2525777169,5590087,2H,93,39,01:33:39.699,6120.699104,94,60,6713,Djurgården,8738,Rapid Wien,329527,A. Ståhl,0,0.1207,0.125,2525777148,44.424144,24,23,47,33,2525777167.0,5590087.0,2H,93.0,38.0,01:33:38.332,6119.332127,2525777168.0,pass,"['cross', 'deep_completed_cross', 'forward_pass', 'key_pass', 'pass_to_penalty_area', 'progressive_pass', 'shot_assist']",71.0,30.0,6713.0,Djurgården,4-2-3-1,8738.0,Rapid Wien,5-3-1,941777.0,K. Kosugi,LB,True,42.0,high,31.0,329527.0,A. Ståhl,RB,93.0,60.0,,,,,,2525777148.0,44.424144,['attack'],24.0,20.0,47.0,33.0,94.0,60.0,6713.0,Djurgården,4-2-3-1,True,False,False,left,0.1207,,,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28.231188426986208,15.4580544997057,93.65,94
2525777402,5590087,2H,95,5,01:35:05.173,6206.173256,96,58,8738,Rapid Wien,6713,Djurgården,618674,M. Oswald,0,0.2256,0.238,2525777391,16.308204,12,11,85,86,2525777398.0,5590087.0,2H,95.0,2.0,01:35:02.673,6203.673135,2525777400.0,pass,"['cross', 'deep_completed_cross', 'lateral_pass', 'pass_to_penalty_area', 'progressive_pass', 'shot_assist']",90.0,5.0,8738.0,Rapid Wien,5-3-1,6713.0,Djurgården,4-2-3-1,584999.0,J. Auer,LB5,True,82.0,high,35.0,618674.0,M. Oswald,RB5,95.0,56.0,,,,,,2525777391.0,16.308204,['attack'],12.0,8.0,85.0,86.0,96.0,58.0,8738.0,Rapid Wien,5-3-1,True,False,False,left,0.2256,,,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25.632011235952593,15.708637829015744,95.08333333333333,95
2456216417,5589317,1H,1,45,00:01:45.710,106.710013,91,33,687,Real Sociedad,7455,Midtjylland,596052,Ander Barrenetxea,0,0.1074,0.109,2456216411,16.4749855,9,8,5,10,2456216414.0,5589317.0,1H,1.0,36.0,00:01:36.025,97.025495,2456216415.0,pass,"['lateral_pass', 'short_or_medium_pass']",28.0,41.0,687.0,Real Sociedad,4-3-3,7455.0,Midtjylland,4-3-3,582472.0,L. Sučić,LCMF3,True,57.0,,17.0,504301.0,T. Kubo,RWF,36.0,62.0,,,,,,2456216411.0,16.4749855,['attack'],9.0,4.0,5.0,10.0,91.0,33.0,687.0,Real Sociedad,4-3-3,True,True,False,center,0.1074,56038.0,J. Lössl,,,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14.035668847618199,65.2825590889166,1.75,2
2456216425,5589317,1H,4,3,00:04:03.051,244.051591,92,57,687,Real Sociedad,7455,Midtjylland,302550,Brais Méndez,1,0.349,0.287,2456216425,0.0,1,0,92,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56038.0,J. Lössl,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26.419689627245813,20.769455259586874,4.05,4
2456216439,5589317,1H,5,57,00:05:57.191,358.191312,78,61,687,Real Sociedad,7455,Midtjylland,504301,T. Kubo,0,0.02149,0.04,2456216435,7.559862,8,7,34,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38.18376618407357,19.44003482817619,5.95,6
2456216441,5589317,1H,6,40,00:06:40.217,401.217472,95,49,687,Real Sociedad,7455,Midtjylland,278288,Aritz Elustondo,0,0.2179,0.209,2456216440,0.9268215,2,1,100,100,2456216440.0,5589317.0,1H,6.0,38.0,00:06:38.363,399.363829,2456216441.0,corner,['shot_assist'],100.0,100.0,687.0,Real Sociedad,4-3-3,7455.0,Midtjylland,4-3-3,504301.0,T. Kubo,RWF,True,-98.0,high,35.0,278288.0,Aritz Elustondo,RB,95.0,49.0,,,,,,2456216440.0,0.9268215,"['corner', 'set_piece_attack', 'attack']",2.0,0.0,100.0,100.0,95.0,49.0,687.0,Real Sociedad,4-3-3,True,False,False,right,0.2179,,,,,,,,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,18.027756377319946,36.416378519886045,6.666666666666667,7
2456216465,5589317,1H,9,36,00:09:36.857,577.857487,90,61,687,Real Sociedad,7455,Midtjylland,355599,Mikel Oyarzabal,0,0.04259,0.172,2456216453,23.9951145,18,17,29,72,2456216464.0,5589317.0,1H,9.0,35.0,00:09:35.590,576.590574,2456216465.0,pass,"['cross', 'deep_completed_cross', 'lateral_pass', 'touch_in_box']",98.0,25.0,687.0,Real Sociedad,4-3-3,7455.0,Midtjylland,4-3-3,596052.0,Ander Barrenetxea,LWF,True,108.0,high,26.0,355599.0,Mikel Oyarzabal,CF,90.0,61.0,,,,,,2456216453.0,23.9951145,"['set_piece_attack', 'attack', 'free_kick']",18.0,14.0,29.0,72.0,90.0,61.0,687.0,Real Sociedad,4-3-3,True,False,False,left,0.0426,,,,,,,,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,30.886890422961002,17.185706144224763,9.6,10
2456216466,5589317,1H,9,38,00:09:38.368,579.368955,90,59,687,Real Sociedad,7455,Midtjylland,355599,Mikel Oyarzabal,0,0.2108,0.195,2456216466,0.0,1,0,90,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56038.0,J. Lössl,,,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,29.154759474226502,19.34644621554769,9.633333333333333,10
2456216467,5589317,1H,9,40,00:09:40.165,581.16526,90,45,687,Real Sociedad,7455,Midtjylland,582472,L. Sučić,0,0.5333,0.224,2456216467,0.0,1,0,90,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18.601075237738275,45.53545898556453,9.666666666666666,10
2456216468,5589317,1H,9,41,00:09:41.505,582.505576,93,48,687,Real Sociedad,7455,Midtjylland,582472,L. Sučić,0,0.7052,0.351,2456216468,0.0,1,0,93,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18.439088914585774,39.827323475241776,9.683333333333334,10
