id,matchId,matchPeriod,minute,second,matchTimestamp,videoTimestamp,location_x,location_y,team_id,player_id,shot_bodyPart_head_or_other,assist_type_long_pass,direct_free_kick,assist_type_through_pass,shot_distance,shot_angle,shot_xg
2478024958,5589336,1H,41,35,00:41:35.839,2496.839134,77,54,3766,25541,0,0,0,0,34.40930106817051,24.55734967814883,0.09571
2478024961,5589336,1H,41,38,00:41:38.078,2499.078279,89,48,3766,817448,0,0,0,0,21.2602916254693,37.821486206781884,0.2977
2478025042,5589336,1H,45,2,00:45:02.992,2703.99263,75,46,3766,582972,0,0,0,0,32.31098884280702,29.28142706105902,0.007065
2478025134,5589336,2H,46,49,00:46:49.352,2880.352542,88,49,3766,563391,0,0,0,0,22.67156809750927,35.24875173219061,0.239
2478024782,5589336,2H,58,39,00:58:39.333,3590.333085,77,53,11565,885074,0,0,0,0,33.83784863137726,25.34617594194669,0.007921
2478024818,5589336,2H,60,8,01:00:08.463,3679.463919,78,51,11565,83575,0,0,0,0,31.906112267087632,27.414714431584297,0.01413
2478025417,5589336,2H,63,45,01:03:45.793,3896.793468,90,45,3766,563391,0,0,0,0,18.601075237738275,45.53545898556453,0.1073
2478025469,5589336,2H,71,5,01:11:05.094,4336.094516,81,55,3766,563391,0,0,0,0,31.89043743820395,24.77514056883192,0.009214
2478025151,5589336,2H,81,29,01:21:29.178,4960.178603,78,33,11565,735669,0,0,0,0,27.018512172212592,36.82749821141796,0.05022
2478025629,5589336,2H,86,32,01:26:32.896,5263.896753,78,45,3766,25541,0,0,0,0,29.154759474226502,32.29246056792633,0.007853
2478025637,5589336,2H,87,36,01:27:36.867,5327.867247,92,57,3766,817448,0,0,0,0,26.419689627245813,20.769455259586874,0.3193
2478025265,5589336,2H,89,28,01:29:28.384,5439.384219,74,32,11565,735669,0,0,0,0,31.064449134018133,32.26101062355075,0.03498
2481602691,5589083,1H,6,32,00:06:32.477,393.477598,78,68,5072,644877,0,0,0,0,43.41658669218482,15.077599721378288,0.002915
2481602753,5589083,1H,8,19,00:08:19.369,500.369517,90,56,5072,38709,1,0,0,0,26.627053911388696,23.264624805785594,0.1219
2481602805,5589083,1H,10,22,00:10:22.089,623.08974,85,40,5072,621859,0,0,0,0,20.8806130178211,45.40066325579215,0.1145
2481603307,5589083,1H,33,40,00:33:40.952,2021.952834,81,73,5072,660295,0,1,0,0,45.79301256742124,12.094757077012098,0.01387
2481602622,5589083,1H,36,11,00:36:11.483,2172.483212,77,64,1614,551573,0,0,0,0,41.036569057366385,17.453694132293993,0.02407
2481602631,5589083,1H,38,22,00:38:22.417,2303.417398,58,64,1614,301047,0,0,0,0,55.758407437802596,15.609956074976415,0.03904
2481602740,5589083,1H,44,30,00:44:30.517,2671.517715,90,36,1614,397178,0,0,0,0,15.132745950421556,61.270731215544814,0.08532
2481602906,5589083,2H,48,14,00:48:14.709,3088.709752,89,39,1614,239411,0,0,0,0,16.76305461424021,55.22216863363612,0.07869
2481602992,5589083,2H,49,27,00:49:27.430,3161.430036,94,57,1614,288091,0,0,0,0,25.495097567963924,19.18681877888252,0.2831
2481603035,5589083,2H,53,7,00:53:07.700,3381.70026,87,53,1614,288091,0,1,0,1,26.1725046566048,28.21016962881526,0.2658
2481603079,5589083,2H,56,21,00:56:21.195,3575.195596,95,46,1614,551573,0,0,0,0,15.620499351813308,47.83741070413477,0.3056
2481603118,5589083,2H,60,50,01:00:50.212,3844.212592,93,43,1614,288091,0,0,0,0,15.0,56.309932474020215,0.3961
2481603280,5589083,2H,67,53,01:07:53.122,4267.122928,78,79,1614,421696,0,0,0,0,52.478567053607705,10.30484646876603,0.01676
2481603324,5589083,2H,70,29,01:10:29.960,4423.960334,76,26,1614,397178,0,0,0,0,30.083217912982647,32.35406002225032,0.02342
2481603471,5589083,2H,76,36,01:16:36.657,4790.65795,76,37,1614,263802,0,0,0,0,29.154759474226502,34.16880357254231,0.02556
2364808561,5588968,1H,0,14,00:00:14.645,15.645298,85,44,11,522407,0,0,0,0,22.360679774997898,40.66879405950243,0.04711
2364807027,5588968,1H,5,34,00:05:34.034,335.0346,88,46,756,363717,1,0,0,0,20.808652046684813,41.001026156053186,0.05742
2364807048,5588968,1H,7,59,00:07:59.765,480.765728,75,42,756,477211,0,0,0,0,31.04834939252005,31.447934692554472,0.04097
2364807050,5588968,1H,8,3,00:08:03.967,484.967522,97,43,756,494315,0,0,0,0,12.041594578792296,66.03751102542182,0.3208
2364807367,5588968,1H,11,11,00:11:11.202,672.202178,76,50,11,296888,0,0,0,0,33.12099032335839,27.193170815779677,0.008987
2364807368,5588968,1H,11,13,00:11:13.607,674.607648,85,40,11,446065,0,0,0,0,20.8806130178211,45.40066325579215,0.2738
2364807371,5588968,1H,11,44,00:11:44.485,705.485103,89,59,11,728551,1,0,0,0,29.68164415931166,19.79887635452493,0.045
2364807393,5588968,1H,15,7,00:15:07.328,908.328396,91,53,11,728551,0,0,0,0,23.600847442411894,27.897271030947625,0.09151
2364807219,5588968,1H,18,39,00:18:39.243,1120.243525,82,47,756,536142,0,0,0,0,26.419689627245813,33.86116303685892,0.04313
2364807225,5588968,1H,18,42,00:18:42.623,1123.623313,82,51,756,536142,0,0,0,0,28.600699292150182,29.324523618973735,0.03389
2364807410,5588968,1H,19,27,00:19:27.042,1168.042245,77,47,11,522407,0,0,0,0,30.870698080866262,30.027124233213083,0.004748
2364807421,5588968,1H,20,16,00:20:16.486,1217.486466,85,66,11,595191,0,0,0,0,37.73592452822641,15.005741057058774,0.08512
2364807531,5588968,1H,25,44,00:25:44.995,1545.995206,90,33,11,475601,0,0,0,0,15.033296378372908,61.76255446183274,0.1196
2364807579,5588968,1H,28,54,00:28:54.661,1735.661917,79,59,11,289122,0,0,1,0,36.069377593742864,20.987141122342546,0.1317
2364807669,5588968,1H,32,30,00:32:30.220,1951.220385,94,33,11,522407,0,0,0,0,11.045361017187261,78.30106239119735,0.1071
2364807753,5588968,1H,37,37,00:37:37.382,2258.382187,80,63,11,595191,0,0,0,0,38.28837943815329,17.999484399432912,0.02791
2364807566,5588968,1H,38,22,00:38:22.509,2303.50914,82,71,756,532831,0,0,0,0,43.56604182158393,12.835609486401433,0.01741
2364807967,5588968,2H,48,53,00:48:53.324,3097.32475,90,47,11,267,0,0,0,0,19.849433241279208,40.78170584465348,0.3225
2364808014,5588968,2H,53,16,00:53:16.906,3360.906006,77,42,11,522407,0,0,0,0,29.120439557122072,33.30914018326466,0.004229
2364808253,5588968,2H,68,9,01:08:09.324,4253.324319,96,47,11,267,0,0,0,0,15.811388300841896,43.78848736820945,0.5983
2364808560,5588968,2H,81,59,01:21:59.438,5083.438085,80,70,11,446065,0,0,0,0,43.829214001622255,13.742797739157055,0.02168
2364808562,5588968,2H,82,52,01:22:52.107,5136.107107,82,64,11,595191,0,0,0,0,37.8021163428716,17.072856302565697,0.06449
2364808503,5588968,2H,88,3,01:28:03.120,5447.120997,87,36,11,631024,0,0,0,0,18.110770276274835,52.68007112197176,0.1071
2364808512,5588968,2H,89,38,01:29:38.491,5542.491818,86,38,11,550283,0,0,0,0,19.4164878389476,49.1239075603156,0.05424
2364808543,5588968,2H,92,57,01:32:57.231,5741.231096,90,62,11,595191,0,0,0,0,31.76476034853718,16.22226362983286,0.1659
2364808563,5588968,2H,93,24,01:33:24.885,5768.885911,78,52,11,550283,0,0,0,0,32.449961479175904,26.56505117707799,0.06003
2364808555,5588968,2H,93,56,01:33:56.095,5800.095881,87,55,11,631024,0,0,0,0,27.65863337187866,25.346175941946697,0.1513
2477986186,5589334,1H,16,59,00:16:59.456,1020.456677,89,68,678,247141,0,0,0,0,37.57658845611187,12.209360237388847,0.03727
2477986267,5589334,1H,20,49,00:20:49.007,1250.007051,85,58,678,712692,0,0,0,0,31.240998703626616,21.91169958980961,0.1308
2477986304,5589334,1H,22,24,00:22:24.127,1345.127587,86,34,678,654823,0,0,0,0,19.0,50.69235188389338,0.1208
2477986417,5589334,1H,28,32,00:28:32.924,1713.924808,81,29,678,4452,0,0,0,0,24.515301344262525,39.71875937155488,0.002036
2477986514,5589334,1H,32,49,00:32:49.973,1970.973436,73,28,678,4452,0,0,0,0,32.55764119219941,30.470659928999755,0.03004
2477986782,5589334,1H,33,41,00:33:41.527,2022.52704,84,50,678,712692,0,0,0,0,26.40075756488817,31.53479190518829,0.1863
2477986806,5589334,1H,38,37,00:38:37.232,2318.232428,96,62,3158,20404,0,0,0,0,29.410882339705484,11.674868809750862,0.08829
2477986619,5589334,1H,39,59,00:39:59.242,2400.242751,87,33,678,712692,0,0,0,0,18.027756377319946,53.017093073655325,0.04365
2477986621,5589334,1H,40,2,00:40:02.637,2403.63771,92,48,678,654823,1,0,0,0,19.1049731745428,39.48659997133244,0.2083
2477986638,5589334,1H,40,50,00:40:50.063,2451.063585,96,66,678,855222,0,0,0,0,33.24154027718932,8.989865340536012,0.0623
2477986687,5589334,1H,43,20,00:43:20.516,2601.516125,73,27,678,549129,0,0,0,0,32.7566787083184,30.141385552075338,0.01768
2477986731,5589334,1H,44,19,00:44:19.436,2660.436709,86,63,678,3421,0,0,0,0,34.66987164671943,16.966148108536178,0.08747
2477986760,5589334,1H,46,7,00:46:07.483,2768.483239,78,53,678,712692,0,0,0,0,33.015148038438355,25.71848984634703,0.006764
2477986777,5589334,1H,47,18,00:47:18.324,2839.324103,93,63,678,654823,0,0,0,0,31.38470965295043,13.438188158350647,0.2085
2477986886,5589334,2H,47,32,00:47:32.915,3072.915127,93,60,678,247141,1,0,0,0,28.635642126552707,16.292948552141482,0.05357
2477987089,5589334,2H,53,26,00:53:26.095,3426.095181,79,50,678,344068,0,0,0,0,30.528675044947494,28.80820912643236,0.06588
2477986977,5589334,2H,54,14,00:54:14.234,3474.234608,75,53,3158,630686,0,0,0,0,35.510561809129406,24.590117166196016,0.005261
2477987078,5589334,2H,55,43,00:55:43.951,3563.951449,79,42,678,339791,0,0,0,0,27.202941017470888,35.38110982115855,0.01172
2477987228,5589334,2H,61,29,01:01:29.568,3909.568758,89,29,3158,332892,0,0,0,0,16.76305461424021,55.22216863363612,0.1294
2477986985,5589334,2H,62,47,01:02:47.991,3987.991275,88,45,678,339791,0,0,0,0,20.248456731316587,42.92562661914572,0.3582
2477987009,5589334,2H,63,50,01:03:50.126,4050.126806,86,48,678,938660,0,0,0,0,23.600847442411894,35.696769194534774,0.0746
2477987174,5589334,2H,66,42,01:06:42.104,4222.104814,82,55,678,938660,0,0,0,0,31.144823004794873,24.971008861920826,0.03239
2477987183,5589334,2H,67,6,01:07:06.976,4246.976091,93,49,678,4452,1,0,0,0,19.209372712298546,36.86989764584401,0.206
2477987394,5589334,2H,81,45,01:21:45.289,5125.289024,93,49,678,654823,0,0,0,0,19.209372712298546,36.86989764584401,0.2946
2477987647,5589334,2H,89,36,01:29:36.904,5596.90403,87,29,3158,20418,0,0,0,0,18.681541692269406,50.40379136024971,0.002297
2431221506,5589035,1H,4,28,00:04:28.596,269.596625,91,47,756,363717,1,0,0,0,19.1049731745428,41.583411808228654,0.1063
2431221523,5589035,1H,10,21,00:10:21.717,622.717972,69,24,3157,257028,0,0,0,0,37.36308338453881,26.23295611305867,0.002161
2431221528,5589035,1H,10,28,00:10:28.307,629.307016,89,61,3157,399654,0,0,0,0,31.38470965295043,17.67105036199202,0.204
2431221553,5589035,1H,12,5,00:12:05.731,726.731605,65,38,3157,544643,0,0,0,0,40.19950248448356,25.12917795481518,0.02677
2431221678,5589035,1H,19,18,00:19:18.934,1159.934375,94,65,3157,3324,0,0,0,0,32.89376840679705,11.188799928251806,0.09784
2431221710,5589035,1H,23,20,00:23:20.672,1401.672179,88,42,3157,344132,0,0,0,0,18.788294228055936,48.3664606634298,0.2286
